date_heure,id_compteur,nb_passages
2023-01-01 00:00:00,100001753,1
2023-01-01 00:00:00,100002880,6
2023-01-01 00:00:00,100003032,3
2023-01-01 00:00:00,100003034,3
2023-01-01 00:00:00,100003039,4
2023-01-01 00:00:00,100003040,0
2023-01-01 00:00:00,100003041,0
2023-01-01 00:00:00,100003042,1
2023-01-01 00:00:00,100004575,0
2023-01-01 00:00:00,100007390,3
2023-01-01 00:00:00,100011747,0
2023-01-01 00:00:00,100011748,1
2023-01-01 00:00:00,100011783,0
2023-01-01 00:00:00,100012217,3
2023-01-01 00:00:00,100012218,2
2023-01-01 00:00:00,100017441,2
2023-01-01 00:00:00,100017523,0
2023-01-01 00:00:00,100025474,7
2023-01-01 00:00:00,100034805,0
2023-01-01 00:00:00,100035408,1
2023-01-01 00:00:00,100035409,0
2023-01-01 00:00:00,100041114,1
2023-01-01 00:00:00,100047030,1
2023-01-01 00:00:00,100052600,3
2023-01-01 00:00:00,100052602,0
2023-01-01 00:00:00,100052603,0
2023-01-01 00:00:00,100052604,0
2023-01-01 00:00:00,100052605,0
2023-01-01 00:00:00,100052606,1
2023-01-01 00:00:00,100053055,0
2023-01-01 00:00:00,100053059,0
2023-01-01 00:00:00,100053209,1
2023-01-01 00:00:00,100053210,1
2023-01-01 00:00:00,100054073,0
2023-01-01 00:00:00,100054241,0
2023-01-01 00:00:00,100054585,2
2023-01-01 00:00:00,100055268,3
2023-01-01 00:00:00,100056188,0
2023-01-01 00:00:00,100057050,0
2023-01-01 00:00:00,100057051,0
2023-01-01 00:00:00,100057052,0
2023-01-01 00:00:00,100057053,1
2023-01-01 00:00:00,300014916,2
2023-01-01 00:00:00,300014985,0
2023-01-01 00:00:00,300014986,3
2023-01-01 00:00:00,300014993,2
2023-01-01 00:00:00,300014994,3
2023-01-01 00:00:00,300014995,1
2023-01-01 00:00:00,300014996,3
2023-01-01 00:00:00,300020478,0
2023-01-01 00:00:00,300020679,8
2023-01-01 00:00:00,300020816,2
2023-01-01 00:00:00,300020817,3
2023-01-01 00:00:00,300021685,0
2023-01-01 00:00:00,300022314,4
2023-01-01 00:00:00,300028650,1
2023-01-01 00:00:00,300032161,0
2023-01-01 01:00:00,100001753,0
2023-01-01 01:00:00,100002880,0
2023-01-01 01:00:00,100003032,6
2023-01-01 01:00:00,100003034,5
2023-01-01 01:00:00,100003039,4
2023-01-01 01:00:00,100003040,0
2023-01-01 01:00:00,100003041,6
2023-01-01 01:00:00,100003042,1
2023-01-01 01:00:00,100004575,0
2023-01-01 01:00:00,100007390,15
2023-01-01 01:00:00,100011747,0
2023-01-01 01:00:00,100011748,1
2023-01-01 01:00:00,100011783,0
2023-01-01 01:00:00,100012217,0
2023-01-01 01:00:00,100012218,5
2023-01-01 01:00:00,100017441,0
2023-01-01 01:00:00,100017523,0
2023-01-01 01:00:00,100025474,12
2023-01-01 01:00:00,100034805,0
2023-01-01 01:00:00,100035408,3
2023-01-01 01:00:00,100035409,0
2023-01-01 01:00:00,100041114,0
2023-01-01 01:00:00,100047030,0
2023-01-01 01:00:00,100052600,2
2023-01-01 01:00:00,100052602,0
2023-01-01 01:00:00,100052603,0
2023-01-01 01:00:00,100052604,0
2023-01-01 01:00:00,100052605,0
2023-01-01 01:00:00,100052606,4
